0.132880;1000
0.132793;2000
0.132794;3000
0.132793;4000
0.132794;5000
0.132793;6000
0.132794;7000
0.132795;8000
0.132796;9000
0.132798;10000
0.132798;11000
0.132803;12000
0.132801;13000
0.132818;14000
0.132820;15000
0.132828;16000
0.132826;17000
0.132831;18000
0.132830;19000
0.132827;20000
0.132835;21000
0.132832;22000
0.132838;23000
0.132841;24000
0.132839;25000
0.132845;26000
0.132846;27000
0.132848;28000
0.132852;29000
0.132855;30000
0.132892;31000
0.132877;32000
0.132875;33000
0.132876;34000
0.132877;35000
0.132881;36000
0.132879;37000
0.132885;38000
0.132888;39000
0.132885;40000
0.132883;41000
0.132885;42000
0.133033;43000
0.132849;44000
0.132842;45000
0.132890;46000
0.132842;47000
0.132854;48000
0.132858;49000
0.132871;50000
0.132878;51000
0.132850;52000
0.132875;53000
0.132896;54000
0.132896;55000
0.132900;56000
0.132854;57000
0.132862;58000
0.132865;59000
0.132857;60000
0.132858;61000
0.132883;62000
0.132901;63000
0.132970;64000
0.132894;65000
0.132901;66000
0.132937;67000
0.133011;68000
0.132939;69000
0.133058;70000
0.133103;71000
0.133122;72000
0.133091;73000
0.133055;74000
0.133074;75000
0.133002;76000
0.132986;77000
0.132976;78000
0.133029;79000
0.133014;80000
0.133013;81000
0.132968;82000
0.133023;83000
0.132973;84000
0.133071;85000
0.132922;86000
0.265595;87000
0.265569;88000
0.265569;89000
0.265569;90000
0.265569;91000
0.265570;92000
0.265569;93000
0.265569;94000
0.265570;95000
0.265570;96000
0.265572;97000
0.265571;98000
0.265571;99000
0.265575;100000
