0.251354;1000;29
0.248723;1000;25
0.220175;1000;21
0.223501;1000;17
0.230034;1000;13
0.237724;1000;9
0.283483;1000;5
0.864190;1000;1
0.282893;2000;29
0.286380;2000;25
0.264287;2000;21
0.277082;2000;17
0.287733;2000;13
0.317637;2000;9
0.449107;2000;5
1.672228;2000;1
0.309795;3000;29
0.288902;3000;25
0.304853;3000;21
0.325713;3000;17
0.353066;3000;13
0.406348;3000;9
0.621953;3000;5
2.474553;3000;1
0.311541;4000;29
0.320772;4000;25
0.344645;4000;21
0.365787;4000;17
0.412079;4000;13
0.496980;4000;9
0.773123;4000;5
3.274837;4000;1
0.365704;5000;29
0.364241;5000;25
0.385549;5000;21
0.422225;5000;17
0.473967;5000;13
0.581648;5000;9
0.926881;5000;5
4.069260;5000;1
0.372121;6000;29
0.419439;6000;25
0.431610;6000;21
0.489068;6000;17
0.540823;6000;13
0.668840;6000;9
1.084226;6000;5
4.855792;6000;1
0.430883;7000;29
0.427045;7000;25
0.458151;7000;21
0.512896;7000;17
0.583554;7000;13
0.769493;7000;9
1.241106;7000;5
5.635696;7000;1
0.461101;8000;29
0.485465;8000;25
0.508161;8000;21
0.579981;8000;17
0.656013;8000;13
0.845794;8000;9
1.401176;8000;5
6.418288;8000;1
0.465584;9000;29
0.504321;9000;25
0.526259;9000;21
0.598601;9000;17
0.714494;9000;13
0.928957;9000;9
1.569409;9000;5
7.191818;9000;1
0.514505;10000;29
0.536436;10000;25
0.568332;10000;21
0.651448;10000;17
0.783447;10000;13
1.036285;10000;9
1.704795;10000;5
7.965336;10000;1
0.543385;11000;29
0.560182;11000;25
0.606860;11000;21
0.697151;11000;17
0.852229;11000;13
1.104190;11000;9
1.862460;11000;5
8.725136;11000;1
0.574996;12000;29
0.618638;12000;25
0.647727;12000;21
0.732916;12000;17
0.887441;12000;13
1.203917;12000;9
2.027397;12000;5
9.482866;12000;1
0.595842;13000;29
0.634839;13000;25
0.697027;13000;21
0.789145;13000;17
0.950609;13000;13
1.266821;13000;9
2.166232;13000;5
10.248620;13000;1
0.620909;14000;29
0.658245;14000;25
0.720057;14000;21
0.832346;14000;17
0.994940;14000;13
1.353624;14000;9
2.301813;14000;5
11.001060;14000;1
0.634261;15000;29
0.706055;15000;25
0.780799;15000;21
0.897973;15000;17
1.082890;15000;13
1.436466;15000;9
2.466852;15000;5
11.738507;15000;1
